# games_el_e5.csv -- memory-two Wright-Fisher run el_e5 (parameters: runs.csv), one row per sampled game, ipt order 0..511.
# Reduced by provenance/robustness/reduce.py from the packed files el_e5.{idx,bin} and atoms512.bin.
# Columns:
#   ipt      the game (data/games/games.csv; gid = 2000 + ipt)
#   isl      the task index of the game in the kit's slurm array (isl = 3*(ig - 1) + ie with ie = 1); it fixes the seeds
#   E        realised efficiency: mean per-round payoff of the population over the sampled second half of the
#            ten replicates, divided by Emax = max(1, (1 + u + v)/2)  (the 'ef' column of the .idx)
#   efsd     standard deviation over the ten replicates of each replicate's pay/Emax, as the simulator wrote it (the .idx)
#   pay      mean per-round payoff of the population, the numerator of E
#   ndist    number of distinct strategies with a non-zero count in the summed abundance
#   nrep     replicates found (10 at every game)
#   S_abc    pooled share of the population in the atom abc (efficient-stable-competitive, eps -> 0 atoms):
#            the abundance summed over the ten replicates and the sampled half, normalised, summed over the atom
#            (the atom 101 is empty at every game and has no column)
ipt,isl,E,efsd,pay,ndist,nrep,S_000,S_100,S_010,S_001,S_110,S_011,S_111
0,1366,0.96650703746,0.007174703,0.96650703746,65536,10,0.04254300400754561,0.03137761349257901,0.03574899436255876,0.001683700638879798,0.888201307658415,0.000290426177885097,0.00015495366212998104
1,1369,0.9994792986,0.0001490333,0.9994792986,65536,10,0.0012128367774709853,0.0,4.018419987709952e-06,3.298385919647715e-05,0.996521463203848,6.0200000577563025e-09,0.002228691719461347
2,1372,0.96520552378,0.01666283,0.96520552378,65536,10,0.0555937875473393,0.019365099887245118,0.03555104558216828,0.002472501974848238,0.8840311617926337,0.001429188014711781,0.0015572152010896922
3,1375,0.95607754919,0.02334787,0.95607754919,65536,10,0.03417833620843286,0.0,0.06988297189648084,0.0016837952973634569,0.8896420907836067,0.0005980430191093219,0.004014762794974675
4,1378,0.9996867226,3.992088e-05,0.9996867226,65536,10,0.0006742080161210762,0.0,2.8383599891744225e-06,1.7984839971373848e-05,0.9964225807699334,1.924000003699424e-08,0.002882368773993363
5,1381,0.9567413874,0.007201046,0.9567413874,65536,10,0.07582393304598613,0.012362302542408483,0.015759679054728533,0.006127399950921795,0.8847519808090386,0.003182337955684724,0.0019923666411937146
6,1384,0.99968014671,6.691187e-06,0.99968014671,65536,10,0.00040635133977616906,0.0,1.0638719973910286e-05,1.3244159990231643e-05,0.9994103170413988,2.1310000045332144e-07,0.00015923563883408812
7,1387,0.97320463264,0.006068141,0.97320463264,65536,10,0.05853384972419343,0.03174852120382971,0.04371888982471901,0.003112194976033764,0.8581653647354548,0.0022879705602418606,0.0024332089755249664
8,1390,0.95030213812,0.01456982,0.95030213812,65536,10,0.048043495976176014,0.01719364271156445,0.05415974933192353,0.005093120113964182,0.8720361921648044,0.002001200072545487,0.0014725996290108065
9,1393,0.99972525381,4.41837e-06,0.99972525381,65536,10,0.00045057723957897907,0.0,7.428119971467866e-06,1.480151997674186e-05,0.9976512462316068,0.0,0.0018759468889020898
