# The Wright-Fisher run m1_N1000: memory one (16 strategies), N = 1000, beta = 100, mu = 1e-2, eps = 1e-4, uniform mutants,
# 10 replicates per game of 1e7 generations, the second half of each sampled; the run the paper draws in Figures 4 and 5 (rows a-c) and SI Figure 2 i-p.
# Source (not deposited): DiskM1WF/Data/mw1_e4.tsv (the Cannon kit mw, sf1.f / prod1); atoms: DiskM1WF/Data/m1_atoms_512.npz (the exact eps -> 0 classification of the 16 strategies at the 512 games).
# Written by provenance/four-runs/reduce_runs.py through the loader of the published figures (wfdata.load).
# 
# Columns (one row per game, ipt order 0..511; the games are data/games/games.csv):
#   ipt          the game's index (gid = 2000 + ipt in the packs)
#   isl          the game's task index in the Cannon array of the run (runs.csv)
#   seed1        the seed of its first replicate; replicate r = 1..10 ran on seed1 + r - 1
#   u, v         the game, (R, S, T, P) = (1, u, 1 + v, 0), as the pack gives it (equal to games.csv bit for bit)
#   emax         Emax = max(R, (S + T)/2), from the pack
#   pay          the mean per-round payoff of the population over the sampled halves of the ten replicates
#   E            the realised efficiency, the pack's mean of pay/Emax over the replicates: the left column of
#                Figure 4 / SI Figure 4 (black where E < 0)
#   nrep         replicates found (10 at every game)
#   S_000..S_111 the share of the population (time x individuals, second half of each replicate, ten replicates
#                pooled) held by the strategies of each atom, efficient-stable-competitive, in the eps -> 0
#                classification; the seven add to 1 (101 is empty): the atom panels of SI Figures 2 and 3
#   N_000..N_111 the number of strategies of the space in each atom at the game (they add to 16)
#   P_eff, P_nash, P_comp   the share of the population with each property, the sum of S over its atoms
#                (efficient 100+110+111, stable 010+110+011+111, competitive 001+011+111): Figure 5 / SI Figure 5
#   abundant     the integer code 4e+2n+c of the most abundant atom (largest S among the atoms with N > 0):
#                the middle column of Figure 4 / SI Figure 4 and panels h, p of SI Figures 2 and 3
#   enriched     the integer code of the most enriched atom (largest S/N among the atoms with N > 0):
#                the right column of Figure 4 / SI Figure 4
#   neff         the effective number of strategies, 1/sum_s pi(s)^2, pi the pooled abundance of each strategy
#   maxpi        the largest pi(s), the share of the most abundant single strategy
#   top          that strategy (memory-one index 0..15: bit j = 1 means C after the outcome j = 0..3 for CC, CD, DC, DD;
#                ALLD 0, Grim 1, TFT 5, WSLS 9, ALLC 15)
#   split        1 where the ten replicates split between two basins (some atom's share has a
#                between-replicate s.d. above 0.05, measured from the per-replicate abundances), else 0
#   split_sd     that largest between-replicate s.d. (0 where split = 0)
ipt,isl,seed1,u,v,emax,pay,E,nrep,S_000,S_100,S_010,S_001,S_110,S_011,S_111,N_000,N_100,N_010,N_001,N_110,N_011,N_111,P_eff,P_nash,P_comp,abundant,enriched,neff,maxpi,top,split,split_sd
10,33,10000321,0.171875,0.5498046875,1.0,0.985763799,0.985763799,10,0.0404200549,0.00222053022,0.0,0.00741474998,0.9499446649,0.0,0.0,9,2,0,4,1,0,0,0.95216519512,0.9499446649,0.00741474998,6,6,1.1071526861398855,0.9499446649,9,0,0.0
11,36,10000351,-0.521484375,-0.302734375,1.0,0.9842260363,0.9842260363,10,0.03376565334,0.0,0.00134549522,0.00131213118,0.96194864284,0.00162807742,0.0,8,0,1,2,3,2,0,0.96194864284,0.9649222154800001,0.0029402086,6,6,1.0826452629697811,0.96063617644,9,0,0.0
12,39,10000381,0.615234375,-0.134765625,1.0,0.9880639712,0.9880639712,10,0.0428691018,0.0,0.0,0.01760710154,0.93952379666,0.0,0.0,9,0,0,4,3,0,0,0.93952379666,0.93952379666,0.01760710154,6,6,3.2681035499367175,0.38053078416,9,0,0.0
13,42,10000411,-0.376953125,0.5361328125,1.0,0.9825195292,0.9825195292,10,0.03615372932,0.00136128156,0.0,0.00427384178,0.95611529594,0.0020958514,0.0,9,2,0,3,1,1,0,0.9574765775,0.95821114734,0.00636969318,6,6,1.0930615297715063,0.95611529594,9,0,0.0
14,45,10000441,-0.0869140625,-0.673828125,1.0,0.9833391722,0.9833391722,10,0.03115705446,0.0,0.00219879856,0.02348689724,0.9424895553,0.00066769444,0.0,7,0,2,3,3,1,0,0.9424895553,0.9453560483000001,0.02415459168,6,6,2.2366109785007993,0.51088472154,15,0,0.0
15,48,10000471,0.5380859375,0.453125,1.0,0.8309741441,0.8309741441,10,0.53489573038,0.00847115972,0.0,0.01458883716,0.44204427274,0.0,0.0,9,2,0,4,1,0,0,0.45051543246000003,0.44204427274,0.01458883716,0,6,2.947434992042836,0.44204427274,9,1,0.4587
16,51,10000501,-0.7255859375,0.0302734375,1.0,0.9827322754,0.9827322754,10,0.03375912574,0.00129074734,0.0,0.00134648166,0.96100332638,0.00260031888,0.0,9,2,0,2,1,2,0,0.96229407372,0.96360364526,0.00394680054,6,6,1.0819346730151944,0.96100332638,9,0,0.0
17,54,10000531,0.5302734375,-0.5283203125,1.0,0.9880741474,0.9880741474,10,0.0150740883,0.0,0.0,0.04462136512,0.00175985288,0.0,0.9385446937,11,0,0,2,1,0,2,0.9403045465800001,0.9403045465800001,0.9831660588200001,7,7,2.2338679235544934,0.52492560494,15,0,0.0
18,57,10000561,-0.03515625,0.76953125,1.0,0.985319416,0.985319416,10,0.03983127224,0.00158758416,0.0,0.0054226906,0.95098855866,0.00216989434,0.0,9,2,0,3,1,1,0,0.95257614282,0.953158453,0.00759258494,6,6,1.1047714854800248,0.95098855866,9,0,0.0
19,60,10000591,-0.5078125,-0.6083984375,1.0,0.9826917144,0.9826917144,10,0.03163107748,0.0,0.00166137136,0.00546458344,0.9597233249,0.00151964282,0.0,7,0,2,2,3,2,0,0.9597233249,0.9629043390800001,0.00698422626,6,6,1.6296427879830153,0.77040699558,9,0,0.0
20,63,10000621,0.8056640625,0.1083984375,1.0,0.9770600167,0.9770600167,10,0.13981530174,0.00742589456,0.0,0.00769210462,0.84506669908,0.0,0.0,9,2,0,4,1,0,0,0.85249259364,0.84506669908,0.00769210462,6,6,1.392222515705418,0.84506669908,9,1,0.2953
21,66,10000651,-0.68359375,0.4755859375,1.0,0.9827436991,0.9827436991,10,0.0337758494,0.0012911027,0.0,0.00150330756,0.95936193418,0.00406780616,0.0,9,2,0,2,1,2,0,0.96065303688,0.9634297403400001,0.0055711137200000005,6,6,1.0856785355420095,0.95936193418,9,0,0.0
22,69,10000681,0.1875,-0.83203125,1.0,0.9860523621,0.9860523621,10,0.0107599778,0.0,0.00063273384,0.04318602178,0.00112667756,0.0,0.94429458902,10,0,1,2,1,0,2,0.9454212665799999,0.94605400042,0.9874806107999999,7,7,2.2155801902196908,0.51985155936,15,0,0.0
23,72,10000711,0.43359375,0.7568359375,1.09521484375,1.026129989,0.9369211852,10,0.79132309748,0.0,0.00271891752,0.205957985,0.0,0.0,0.0,11,0,1,4,0,0,0,0.0,0.00271891752,0.205957985,0,0,2.6808095239389136,0.52117083794,13,0,0.0
24,75,10000741,-0.849609375,-0.271484375,1.0,0.9713508349,0.9713508349,10,0.03536165264,0.0,0.00172036912,0.01744696546,0.94255303572,0.00291797706,0.0,8,0,1,2,3,2,0,0.94255303572,0.9471913819,0.020364942520000002,6,6,2.854680068123763,0.48805028952,15,0,0.0
25,78,10000771,0.8271484375,-0.3818359375,1.0,0.9908222431,0.9908222431,10,0.01816353978,0.0,0.0,0.0446890137,0.0020382578,0.0,0.93510918872,11,0,0,2,1,0,2,0.93714744652,0.93714744652,0.97979820242,7,7,2.215457007632037,0.54855048652,15,0,0.0
26,81,10000801,-0.359375,0.857421875,1.0,0.9842799583,0.9842799583,10,0.03682958968,0.0013694663,0.0,0.00473678646,0.95481834994,0.00224580762,0.0,9,2,0,3,1,1,0,0.95618781624,0.9570641575600001,0.00698259408,6,6,1.096035379370651,0.95481834994,9,0,0.0
27,84,10000831,-0.3212890625,-0.8916015625,1.0,0.9823732365,0.9823732365,10,0.02845844682,0.0,0.00188853746,0.02215222114,0.94687099284,0.00062980174,0.0,7,0,2,3,3,1,0,0.94687099284,0.94938933204,0.022782022880000002,6,6,2.211933907097652,0.5168465098,15,0,0.0
28,87,10000861,0.85546875,0.44921875,1.15234375,0.9221472671,0.8002362724,10,0.97944042286,0.0,0.00374028536,0.01681929178,0.0,0.0,0.0,11,0,1,4,0,0,0,0.0,0.00374028536,0.01681929178,0,0,2.638993103473711,0.53345995214,2,0,0.0
29,90,10000891,-0.951171875,0.2509765625,1.0,0.9813420734,0.9813420734,10,0.03304853948,0.00128426994,0.0,0.00134483726,0.96099541732,0.003326936,0.0,9,2,0,2,1,2,0,0.96227968726,0.96432235332,0.0046717732599999996,6,6,1.0820055718635548,0.96099541732,9,0,0.0
30,93,10000921,0.5419921875,-0.8427734375,1.0,0.9886517364,0.9886517364,10,0.01139255158,0.0,0.0,0.0436511117,0.00110843618,0.0,0.94384790054,11,0,0,2,1,0,2,0.94495633672,0.94495633672,0.98749901224,7,7,2.2163405393038915,0.52090531318,15,0,0.0
31,96,10000951,0.1728515625,1.00390625,1.08837890625,1.020627443,0.9377501141,10,0.79461397604,0.0,0.0,0.20538602396,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.20538602396,0,0,2.6582034743294973,0.52665423088,13,0,0.0
32,99,10000981,-0.8193359375,-0.6337890625,1.0,0.9821919453,0.9821919453,10,0.03128492542,0.0,0.00144156636,0.00126604926,0.96458838868,0.00141907028,0.0,7,0,2,2,3,2,0,0.96458838868,0.96744902532,0.00268511954,6,6,1.0767825210045554,0.96329719634,9,0,0.0
33,102,10001011,1.048828125,-0.0869140625,1.0,0.9981020797,0.9981020797,10,0.02401999776,0.00230658996,0.0,0.04289126634,0.0,0.0,0.93078214594,11,1,0,2,0,0,2,0.9330887359,0.93078214594,0.9736734122799999,7,7,1.311474864949976,0.87054032678,15,0,0.0
34,105,10001041,-0.7265625,0.78515625,1.0,0.9818627329,0.9818627329,10,0.035099267,0.00128998898,0.0,0.002006795,0.95720562362,0.0043983254,0.0,9,2,0,2,1,2,0,0.9584956125999999,0.9616039490199999,0.0064051204,6,6,1.0905958325265124,0.95720562362,9,0,0.0
35,108,10001071,0.0048828125,-1.0859375,1.0,0.9860779814,0.9860779814,10,0.00796708698,0.0,0.0006271381,0.04150440274,0.00077965366,0.0,0.94912171852,10,0,1,2,1,0,2,0.94990137218,0.9505285102800001,0.99062612126,7,7,2.1949583993589212,0.52094741202,15,0,0.0
36,111,10001101,0.740234375,0.81640625,1.2783203125,0.8786220217,0.6873254012,10,0.97879781116,0.0,0.00592129868,0.01528089016,0.0,0.0,0.0,11,0,1,4,0,0,0,0.0,0.00592129868,0.01528089016,0,0,1.860051441415971,0.70646166126,2,0,0.0
37,114,10001131,-1.11328125,-0.103515625,1.0,0.9692435889,0.9692435889,10,0.0375891941,0.0,0.00182196492,0.01839069652,0.93925460708,0.00294353738,0.0,8,0,1,2,3,2,0,0.93925460708,0.9440201093799999,0.0213342339,6,6,2.745867189407247,0.45090046298,7,0,0.0
38,117,10001161,0.9033203125,-0.685546875,1.0,0.991812216,0.991812216,10,0.01270369122,0.0,0.0,0.04379339016,0.00139762848,0.0,0.94210529014,11,0,0,2,1,0,2,0.94350291862,0.94350291862,0.9858986803,7,7,2.1531182725218296,0.5702540178,15,0,0.0
39,120,10001191,-0.2060546875,1.1318359375,1.0,0.4961776069,0.4961776069,10,0.3152076533,0.07272321998,0.0,0.34217866726,0.0,0.26989045946,0.0,9,3,0,3,0,1,0,0.07272321998,0.26989045946,0.61206912672,1,3,6.033122038018154,0.26989045946,0,0,0.0
40,123,10001221,-0.62109375,-0.9873046875,1.0,0.9811572143,0.9811572143,10,0.02893414388,0.0,0.0015988144,0.01554026608,0.95261005428,0.00131672136,0.0,7,0,2,2,3,2,0,0.95261005428,0.95552559004,0.01685698744,6,6,3.0950551926143164,0.42811458578,15,0,0.0
41,126,10001251,1.1396484375,0.3125,1.22607421875,1.099714745,0.8969397843,10,0.97773323546,0.0,0.0,0.02226676454,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.02226676454,0,0,3.4595654812523096,0.34305687444,11,0,0.0
42,129,10001281,-1.064453125,0.546875,1.0,0.9802681234,0.9802681234,10,0.03320366568,0.0012679292,0.0,0.00143432158,0.9598198001,0.00427428344,0.0,9,2,0,2,1,2,0,0.9610877293,0.96409408354,0.00570860502,6,6,1.0846680057831664,0.9598198001,9,0,0.0
43,132,10001311,0.421875,-1.13671875,1.0,0.9883161267,0.9883161267,10,0.00792601064,0.0,0.0006269307,0.04253006902,0.00075617238,0.0,0.94816081726,10,0,1,2,1,0,2,0.94891698964,0.94954392034,0.99069088628,7,7,2.200806551065434,0.5185761753,15,0,0.0
44,135,10001341,0.462890625,1.13671875,1.2998046875,0.7030949571,0.5409235432,10,0.69837437262,0.0,0.0,0.30162562738,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.30162562738,0,1,3.9755547038933585,0.43927457134,2,0,0.0
45,138,10001371,-1.123046875,-0.5322265625,1.0,0.9735985993,0.9735985993,10,0.0329167641,0.0,0.00243491618,0.02290937922,0.94000539746,0.00173354304,0.0,7,0,2,2,3,2,0,0.94000539746,0.94417385668,0.024642922260000002,6,6,2.244302521103892,0.62141706294,7,0,0.0
46,141,10001401,1.201171875,-0.3701171875,1.0,0.9968821866,0.9968821866,10,0.01919407432,0.00205362262,0.0,0.03300925052,0.0,0.0,0.94574305254,11,1,0,2,0,0,2,0.94779667516,0.94574305254,0.97875230306,7,7,1.2731897820291467,0.8837406669,15,0,0.0
47,144,10001431,-0.6435546875,1.09765625,1.0,0.5143472626,0.5143472626,10,0.3185155569,0.09248445678,0.0,0.33394834766,0.0,0.25505163866,0.0,9,3,0,2,0,2,0,0.09248445678,0.25505163866,0.58899998632,1,1,6.2045592882874505,0.31022147956,5,0,0.0
48,147,10001461,-0.2705078125,-1.2578125,1.0,0.9837455582,0.9837455582,10,0.02644533472,0.0,0.00140398384,0.021771772,0.9497515359,0.00062737354,0.0,7,0,2,3,3,1,0,0.9497515359,0.95178289328,0.022399145540000002,6,6,2.200811169032376,0.51421943206,15,0,0.0
49,150,10001491,1.060546875,0.75390625,1.4072265625,1.130002012,0.8029993476,10,0.98306807096,0.0,0.0,0.01693192904,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.01693192904,0,0,2.6763452672476395,0.52290141706,2,0,0.0
50,153,10001521,-1.3056640625,0.1630859375,1.0,0.9795948981,0.9795948981,10,0.03103131632,0.00126408798,0.0,0.00128056788,0.9634540563,0.00296997152,0.0,9,2,0,2,1,2,0,0.96471814428,0.96642402782,0.0042505394,6,6,1.0765900623540992,0.9634540563,9,0,0.0
51,156,10001551,0.8623046875,-1.0126953125,1.0,0.991255584,0.991255584,10,0.00926020754,0.0,0.0,0.04334142844,0.00084269574,0.0,0.94655566828,11,0,0,2,1,0,2,0.94739836402,0.94739836402,0.98989709672,7,7,2.194903933169609,0.53101029988,15,0,0.0
52,159,10001581,0.048828125,1.34375,1.1962890625,0.3799713217,0.3176250068,10,0.3967482207,0.0,0.0,0.6032517793,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.6032517793,1,1,2.859581722299489,0.53771516566,0,1,0.0573
53,162,10001611,-0.9541015625,-0.9677734375,1.0,0.979795139,0.979795139,10,0.03095179348,0.0,0.00144274996,0.00294820064,0.96336754612,0.0012897098,0.0,7,0,2,2,3,2,0,0.96336754612,0.96610000588,0.00423791044,6,6,1.3200380117990866,0.86720935142,9,0,0.0
54,165,10001641,1.37109375,0.0703125,1.220703125,1.082194675,0.8865338778,10,0.6076786125,0.0,0.0,0.3923213875,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.3923213875,0,1,2.395865985056179,0.5321588023,11,0,0.0
55,168,10001671,-1.0693359375,0.8837890625,1.0,0.980781632,0.980781632,10,0.03409981066,0.0012679831,0.0,0.00151144416,0.95837834912,0.00474241296,0.0,9,2,0,2,1,2,0,0.95964633222,0.96312076208,0.00625385712,6,6,1.0879302751108666,0.95837834912,9,0,0.0
56,171,10001701,0.193359375,-1.3876953125,1.0,0.9863069265,0.9863069265,10,0.0073197697,0.0,0.00062699378,0.04063111634,0.00066760834,0.0,0.95075451184,10,0,1,2,1,0,2,0.95142212018,0.95204911396,0.9913856281800001,7,7,2.1877833690599093,0.52165512298,15,0,0.0
57,174,10001731,0.802734375,1.1650390625,1.48388671875,0.9981734757,0.6726749846,10,0.98258976306,0.0,0.0,0.01741023694,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.01741023694,0,0,1.7656917247213684,0.73092344662,2,0,0.0
58,177,10001761,-1.392578125,-0.3203125,1.0,0.9641711274,0.9641711274,10,0.03755904852,0.0,0.0016978636,0.0248103543,0.93356062698,0.0023721066,0.0,8,0,1,2,3,2,0,0.93356062698,0.93763059718,0.0271824609,6,6,2.1804653489175863,0.63997181428,7,0,0.0
59,180,10001791,1.2548828125,-0.7109375,1.0,0.9954298107,0.9954298107,10,0.01274350542,0.00138148246,0.0,0.03522970564,0.0,0.0,0.95064530648,11,1,0,2,0,0,2,0.95202678894,0.95064530648,0.98587501212,7,7,1.3469588435511555,0.85605224122,15,0,0.0
60,183,10001821,-0.44921875,1.384765625,1.0,0.5763233321,0.5763233321,10,0.36979934072,0.04998277844,0.0,0.40431627258,0.0,0.17590160826,0.0,9,3,0,3,0,1,0,0.04998277844,0.17590160826,0.58021788084,1,3,6.006730039107025,0.24848801818,5,0,0.0
61,186,10001851,-0.6103515625,-1.3369140625,1.0,0.9820857054,0.9820857054,10,0.02550456604,0.0,0.00134491628,0.0167108274,0.95517875572,0.00126093456,0.0,7,0,2,2,3,2,0,0.95517875572,0.95778460656,0.01797176196,6,6,2.073782819345941,0.5912549366,15,0,0.0
62,189,10001881,1.365234375,0.5791015625,1.47216796875,1.291780824,0.8774683674,10,0.97958851582,0.0,0.0,0.02041148418,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.02041148418,0,0,3.4209460889383823,0.3342962248,10,0,0.0
63,192,10001911,-1.4111328125,0.4990234375,1.0,0.9783427408,0.9783427408,10,0.03212848738,0.00126441934,0.0,0.00131568788,0.9610964038,0.0041950016,0.0,9,2,0,2,1,2,0,0.96236082314,0.9652914054,0.00551068948,6,6,1.0818259014354685,0.9610964038,9,0,0.0
64,195,10001941,0.708984375,-1.3330078125,1.0,0.9892849845,0.9892849845,10,0.00815473298,0.0,0.0,0.04240619556,0.00068770426,0.0,0.9487513672,11,0,0,2,1,0,2,0.94943907146,0.94943907146,0.99115756276,7,7,2.1934699244907714,0.5239996664,15,0,0.0
65,198,10001971,0.380859375,1.474609375,1.427734375,0.5278821887,0.3697341732,10,0.57915853854,0.0,0.0,0.42084146146,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.42084146146,0,1,2.827732723163669,0.48275066792,2,0,0.0
66,201,10002001,-1.2880859375,-0.8369140625,1.0,0.09440413522,0.09440413522,10,0.00707286282,0.0,0.00127933908,0.01869392614,0.09830004314,0.87465382882,0.0,7,0,2,2,3,2,0,0.09830004314,0.9742332110399999,0.89334775496,3,3,2.1249094935398958,0.6354423096,1,1,0.3069
67,204,10002031,1.5283203125,-0.2548828125,1.13671875,1.059113537,0.931728747,10,0.3316310182,0.0,0.0,0.57274569264,0.0,0.09562328916,0.0,12,0,0,2,0,2,0,0.0,0.09562328916,0.6683689817999999,1,1,2.752960003042474,0.55872567382,13,0,0.0
68,207,10002061,-0.962890625,1.2314453125,1.0,0.4971249994,0.4971249994,10,0.29897092488,0.09710819694,0.0,0.37761022104,0.0,0.22631065714,0.0,9,3,0,2,0,2,0,0.09710819694,0.22631065714,0.6039208781800001,1,1,5.495719435517985,0.35880722566,5,0,0.0
69,210,10002091,-0.1220703125,-1.5712890625,1.0,0.9841368838,0.9841368838,10,0.00534932096,0.0,0.0018980543,0.04127506678,0.00064832792,0.0,0.95082923004,8,0,3,2,1,0,2,0.95147755796,0.95337561226,0.99210429682,7,7,2.1951400770292246,0.51185512606,15,0,0.0
70,213,10002121,1.1611328125,1.0849609375,1.623046875,1.261953962,0.7775215749,10,0.98433924192,0.0,0.0,0.01566075808,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.01566075808,0,0,2.4246605847006752,0.56874589044,2,0,0.0
71,216,10002151,-1.6025390625,-0.015625,1.0,0.9786479691,0.9786479691,10,0.02987347564,0.0,0.00152744214,0.0012682628,0.96502441674,0.00230640268,0.0,8,0,1,2,3,2,0,0.96502441674,0.96885826156,0.00357466548,6,6,1.0758590679309112,0.96376083764,9,0,0.0
72,219,10002181,1.201171875,-1.0791015625,1.0,0.9938712369,0.9938712369,10,0.00871139364,0.0008204538,0.0,0.0374987289,0.0,0.0,0.95296942366,11,1,0,2,0,0,2,0.95378987746,0.95296942366,0.9904681525600001,7,7,1.4479128338091398,0.81989575486,15,0,0.0
73,222,10002211,-0.158203125,1.6201171875,1.23095703125,0.759572751,0.6170587045,10,0.50049096516,0.0,0.0,0.2699169135,0.0,0.22959212134,0.0,12,0,0,3,0,1,0,0.0,0.22959212134,0.49950903484000003,0,3,4.638162722763611,0.29673531252,13,0,0.0
74,225,10002241,-0.9853515625,-1.3125,1.0,0.9803115045,0.9803115045,10,0.02444105912,0.0,0.00138750388,0.01230571652,0.96060082652,0.00126489396,0.0,7,0,2,2,3,2,0,0.96060082652,0.9632532243599999,0.013570610479999998,6,6,2.16382696718255,0.50129855792,15,0,0.0
75,228,10002271,1.6259765625,0.3037109375,1.46484375,1.301205697,0.8882897561,10,0.98109308372,0.0,0.0,0.01890691628,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.01890691628,0,0,1.8856758322634501,0.70865406102,11,0,0.0
76,231,10002301,-1.4150390625,0.880859375,1.0,0.9789119503,0.9789119503,10,0.03308707872,0.00126475038,0.0,0.00143807462,0.95946097234,0.00474912394,0.0,9,2,0,2,1,2,0,0.96072572272,0.9642100962800001,0.00618719856,6,6,1.085505213555882,0.95946097234,9,0,0.0
